tld,NumberNSrecords,UniqueARecs,UniqueAAAArecs,AnycastPrefixesArecs,totalAnycastSitesIPv4,totalAnycastSitesIPv4Slash24,totalUnicastIPv4,sites2017,unicast2017,combined2017,|,NumberNSrecords,UniqueARecs,UniqueAAAArecs,AnycastPrefixesArecs,totalAnycastSitesIPv4,totalAnycastSitesIPv4Slash24,totalUnicastIPv4,sites21,unicast21,combined21,classification17,classification21
bzh.,3,3,3,2,62,62,1,62,1,63,|,3,3,3,3,68,68,0,68,0,68,Mixed,Anycast
voto.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,55,55,0,55,0,55,Anycast,Anycast
erni.,4,4,4,2,18,9,0,9,0,9,|,4,4,4,2,24,12,0,12,0,12,Anycast,Anycast
cleaning.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
trust.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,27,27,0,27,0,27,Anycast,Anycast
amica.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
silk.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
black.,4,4,4,4,36,36,0,36,0,36,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
travelersinsurance.,4,4,4,4,31,31,0,31,0,31,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
author.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
hgtv.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
bostik.,3,3,3,2,62,62,1,62,1,63,|,3,3,3,3,68,68,0,68,0,68,Mixed,Anycast
lifeinsurance.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
taxi.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
family.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
cookingchannel.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
xn--jlq61u9w7b.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,54,54,0,54,0,54,Anycast,Anycast
xn--ngbrx.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
itv.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
property.,4,4,4,4,23,23,0,23,0,23,|,4,4,4,4,27,27,0,27,0,27,Anycast,Anycast
vision.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--h2brj9c.,8,8,8,6,46,46,2,46,2,48,|,6,6,6,6,113,113,0,113,0,113,Mixed,Anycast
zuerich.,4,4,4,2,96,48,0,48,0,48,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
digital.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
lasalle.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,50,50,0,50,0,50,Anycast,Anycast
xn--6frz82g.,4,4,4,4,36,36,0,36,0,36,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
sex.,6,6,6,6,47,47,0,47,0,47,|,4,4,4,4,87,87,0,87,0,87,Anycast,Anycast
abarth.,4,4,4,4,36,36,0,36,0,36,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
weber.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
rsvp.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
webcam.,6,6,6,6,69,69,0,69,0,69,|,6,6,6,6,99,99,0,99,0,99,Anycast,Anycast
finance.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
mobile.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,50,50,0,50,0,50,Anycast,Anycast
hot.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
builders.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--mgbx4cd0ab.,7,7,7,2,26,24,4,24,4,28,|,6,6,6,4,65,65,2,65,2,67,Mixed,Mixed
gop.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,96,96,0,96,0,96,Anycast,Anycast
tube.,6,6,6,6,69,69,0,69,0,69,|,6,6,6,6,99,99,0,99,0,99,Anycast,Anycast
hotels.,6,6,6,6,69,69,0,69,0,69,|,6,6,6,6,99,99,0,99,0,99,Anycast,Anycast
fashion.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,96,96,0,96,0,96,Anycast,Anycast
dealer.,6,6,6,6,65,65,0,65,0,65,|,4,4,4,4,27,27,0,27,0,27,Anycast,Anycast
arte.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
diamonds.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
schwarz.,4,4,4,1,10,5,2,5,2,7,|,4,4,4,4,65,65,0,65,0,65,Mixed,Anycast
security.,6,6,6,6,43,43,0,43,0,43,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
bond.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
flights.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--gk3at1e.,6,6,6,6,69,69,0,69,0,69,|,6,6,6,6,99,99,0,99,0,99,Anycast,Anycast
sharp.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
construction.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
email.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
lilly.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
dvag.,4,4,4,2,96,48,0,48,0,48,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
restaurant.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
comcast.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,89,89,0,89,0,89,Anycast,Anycast
travelchannel.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
network.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
barefoot.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
booking.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
cash.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
cruise.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,55,55,0,55,0,55,Anycast,Anycast
pccw.,4,4,4,4,32,32,0,32,0,32,|,4,4,4,4,53,53,0,53,0,53,Anycast,Anycast
ieee.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
rwe.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
safety.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
vodka.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,96,96,0,96,0,96,Anycast,Anycast
mba.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
city.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
racing.,6,6,6,6,69,69,0,69,0,69,|,6,6,6,6,99,99,0,99,0,99,Anycast,Anycast
xn--nqv7f.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,53,53,0,53,0,53,Anycast,Anycast
capetown.,3,3,3,1,24,24,2,24,2,26,|,3,3,3,1,24,24,2,24,2,26,Mixed,Mixed
bot.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
sohu.,9,9,9,2,9,6,6,6,6,12,|,8,8,8,4,19,15,3,15,3,18,Mixed,Mixed
kitchen.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
vanguard.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
tiffany.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
vin.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
hbo.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
bar.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
monster.,4,4,4,4,32,32,0,32,0,32,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
ing.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
motorcycles.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,53,53,0,53,0,53,Anycast,Anycast
lanxess.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
fan.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
gallery.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
repair.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
town.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
broker.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
live.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--mgbayh7gpa.,5,5,5,0,0,0,5,0,5,5,|,5,5,5,1,3,3,4,3,4,7,Unicast,Mixed
melbourne.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
fun.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
jprs.,5,5,5,1,8,4,3,4,3,7,|,5,5,5,1,10,5,3,5,3,8,Mixed,Mixed
engineer.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
tkmaxx.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
xn--80aqecdr1a.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
marshalls.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
like.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
tienda.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
dance.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
george.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
audio.,4,4,4,4,23,23,0,23,0,23,|,4,4,4,4,27,27,0,27,0,27,Anycast,Anycast
beauty.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
nico.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
tiaa.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
staples.,6,6,6,6,69,69,0,69,0,69,|,6,6,6,6,99,99,0,99,0,99,Anycast,Anycast
bbt.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
nab.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
obi.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
xn--mix891f.,7,7,7,1,22,22,6,22,6,28,|,7,7,7,1,20,20,6,20,6,26,Mixed,Mixed
reise.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
citadel.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
holiday.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
amex.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
rocks.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
lawyer.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
theatre.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
windows.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
citi.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
spreadbetting.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
alipay.,4,4,4,4,36,36,0,36,0,36,|,4,4,4,4,53,53,0,53,0,53,Anycast,Anycast
how.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
xn--wgbh1c.,3,3,3,0,0,0,3,0,3,3,|,3,3,3,0,0,0,3,0,3,3,Unicast,Unicast
doctor.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
lotto.,4,4,4,4,36,36,0,36,0,36,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
read.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
dtv.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,50,50,0,50,0,50,Anycast,Anycast
duck.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
tools.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
fairwinds.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
boehringer.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
mini.,4,4,4,2,96,48,0,48,0,48,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
hotmail.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
pictet.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
scholarships.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,49,49,0,49,0,49,Anycast,Anycast
ltd.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
nrw.,4,4,4,2,18,9,0,9,0,9,|,4,4,4,2,24,12,0,12,0,12,Anycast,Anycast
salon.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
bayern.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,96,96,0,96,0,96,Anycast,Anycast
bharti.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
reit.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
kuokgroup.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
krd.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xfinity.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,89,89,0,89,0,89,Anycast,Anycast
capital.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
jot.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
stockholm.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
mattel.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
xn--kprw13d.,6,6,6,1,3,3,5,3,5,8,|,6,6,6,2,44,44,4,44,4,48,Mixed,Mixed
tours.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
jll.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,50,50,0,50,0,50,Anycast,Anycast
jobs.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
xn--mgbtx2b.,4,4,4,3,53,53,1,53,1,54,|,4,4,4,3,51,51,1,51,1,52,Mixed,Mixed
xn--5su34j936bgsg.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
kaufen.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
blockbuster.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
dclk.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
imdb.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
weatherchannel.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
istanbul.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,53,53,0,53,0,53,Anycast,Anycast
moda.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
kerryhotels.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
weibo.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
yoga.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,96,96,0,96,0,96,Anycast,Anycast
works.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
ping.,6,6,6,6,69,69,0,69,0,69,|,6,6,6,6,99,99,0,99,0,99,Anycast,Anycast
airbus.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
agakhan.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,54,54,0,54,0,54,Anycast,Anycast
med.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
pro.,6,6,6,6,46,46,0,46,0,46,|,6,6,6,6,85,85,0,85,0,85,Anycast,Anycast
cricket.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
hyundai.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
contact.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--j1amh.,5,5,5,0,0,0,5,0,5,5,|,5,5,5,0,0,0,5,0,5,5,Unicast,Unicast
viva.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
dupont.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
xn--3bst00m.,9,9,9,2,9,6,6,6,6,12,|,8,8,8,4,19,15,3,15,3,18,Mixed,Mixed
tirol.,3,3,3,2,10,10,1,10,1,11,|,3,3,3,1,5,5,2,5,2,7,Mixed,Mixed
cbs.,4,4,4,4,36,36,0,36,0,36,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
gal.,4,4,4,2,18,9,0,9,0,9,|,4,4,4,2,24,12,0,12,0,12,Anycast,Anycast
chrome.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
cuisinella.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--hxt814e.,9,9,9,2,9,6,6,6,6,12,|,8,8,8,4,19,15,3,15,3,18,Mixed,Mixed
ggee.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
newholland.,4,4,4,4,37,37,0,37,0,37,|,4,4,4,4,53,53,0,53,0,53,Anycast,Anycast
holdings.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
kyoto.,6,6,6,6,48,48,0,48,0,48,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
barcelona.,4,4,4,2,18,9,0,9,0,9,|,4,4,4,2,24,12,0,12,0,12,Anycast,Anycast
xn--xhq521b.,5,5,5,4,9,9,1,9,1,10,|,5,5,5,4,15,15,1,15,1,16,Mixed,Mixed
open.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
bio.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,54,54,0,54,0,54,Anycast,Anycast
visa.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
hockey.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
sina.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,49,49,0,49,0,49,Anycast,Anycast
alibaba.,4,4,4,4,32,32,0,32,0,32,|,4,4,4,4,50,50,0,50,0,50,Anycast,Anycast
schaeffler.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,54,54,0,54,0,54,Anycast,Anycast
fans.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
hkt.,4,4,4,4,32,32,0,32,0,32,|,4,4,4,4,53,53,0,53,0,53,Anycast,Anycast
xn--3oq18vl8pn36a.,4,4,4,4,36,36,0,36,0,36,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
smile.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
ferrero.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
guitars.,4,4,4,4,23,23,0,23,0,23,|,4,4,4,4,27,27,0,27,0,27,Anycast,Anycast
tunes.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
icbc.,4,4,4,4,36,36,0,36,0,36,|,4,4,4,4,53,53,0,53,0,53,Anycast,Anycast
ntt.,4,4,4,1,8,4,2,4,2,6,|,4,4,4,1,10,5,2,5,2,7,Mixed,Mixed
xn--mgbaam7a8h.,4,4,4,2,41,41,2,41,2,43,|,3,3,3,1,38,38,2,38,2,40,Mixed,Mixed
forsale.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
adult.,6,6,6,6,47,47,0,47,0,47,|,4,4,4,4,87,87,0,87,0,87,Anycast,Anycast
eus.,4,4,4,2,18,9,0,9,0,9,|,4,4,4,2,24,12,0,12,0,12,Anycast,Anycast
xn--rovu88b.,6,6,6,6,69,69,0,69,0,69,|,6,6,6,6,99,99,0,99,0,99,Anycast,Anycast
dabur.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,54,54,0,54,0,54,Anycast,Anycast
xn--9krt00a.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
lego.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
vlaanderen.,5,5,5,1,6,6,4,6,4,10,|,6,6,6,2,33,33,4,33,4,37,Mixed,Mixed
kindle.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
bible.,6,6,6,6,69,69,0,69,0,69,|,6,6,6,6,99,99,0,99,0,99,Anycast,Anycast
xn--xkc2al3hye2a.,8,8,8,2,57,57,6,57,6,63,|,8,8,8,2,57,57,6,57,6,63,Mixed,Mixed
xn--bck1b9a5dre4c.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
hiv.,4,4,4,4,23,23,0,23,0,23,|,4,4,4,4,27,27,0,27,0,27,Anycast,Anycast
xn--o3cw4h.,3,3,3,0,0,0,3,0,3,3,|,4,4,4,1,37,37,3,37,3,40,Unicast,Mixed
mobi.,6,6,6,6,45,45,0,45,0,45,|,6,6,6,6,81,81,0,81,0,81,Anycast,Anycast
center.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
shia.,4,4,4,4,61,61,0,61,0,61,|,4,4,4,4,122,122,0,122,0,122,Anycast,Anycast
select.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--6qq986b3xl.,9,9,9,2,9,6,6,6,6,12,|,8,8,8,4,19,15,3,15,3,18,Mixed,Mixed
farm.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
markets.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
xn--fiqs8s.,5,5,5,4,12,12,1,12,1,13,|,7,7,7,3,9,9,4,9,4,13,Mixed,Mixed
properties.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
ubs.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
help.,4,4,4,4,23,23,0,23,0,23,|,4,4,4,4,27,27,0,27,0,27,Anycast,Anycast
agency.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
cheap.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--nyqy26a.,6,6,6,6,69,69,0,69,0,69,|,4,4,4,3,10,10,1,10,1,11,Anycast,Mixed
safe.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
xn--fct429k.,6,6,6,6,69,69,0,69,0,69,|,6,6,6,6,99,99,0,99,0,99,Anycast,Anycast
tokyo.,6,6,6,6,48,48,0,48,0,48,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
firmdale.,2,2,2,2,48,48,0,48,0,48,|,2,2,2,2,57,57,0,57,0,57,Anycast,Anycast
domains.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
