ip4_prefix,number
104.30.1.0,36
104.16.246.0,42
104.29.39.0,37
192.42.174.0,4
65.22.0.0,4
104.31.216.0,40
104.24.106.0,40
104.17.163.0,43
104.20.117.0,45
13.107.21.0,30
173.194.240.0,10
45.54.44.0,7
104.16.145.0,43
172.64.0.0,16
173.194.83.0,10
147.75.207.0,6
104.19.89.0,43
104.17.171.0,42
104.24.67.0,43
104.27.182.0,40
107.154.70.0,4
104.19.195.0,42
107.154.199.0,4
152.195.14.0,8
103.209.182.0,3
104.25.175.0,42
8.9.17.0,3
104.19.112.0,46
151.101.147.0,14
35.186.213.0,27
37.209.198.0,10
64.185.181.0,16
104.25.111.0,44
104.31.201.0,39
104.28.221.0,44
199.166.0.0,5
151.101.239.0,13
35.190.99.0,28
65.22.9.0,6
35.190.95.0,26
151.101.246.0,14
104.27.16.0,43
104.17.119.0,44
104.19.61.0,44
104.17.131.0,45
157.52.96.0,19
104.20.12.0,42
104.25.23.0,42
65.22.128.0,4
104.18.35.0,38
104.23.198.0,44
199.254.63.0,5
156.154.69.0,12
65.22.247.0,20
104.27.2.0,43
199.187.164.0,4
104.24.22.0,40
104.16.69.0,40
206.51.26.0,6
66.114.57.0,19
151.101.165.0,2
64.47.197.0,7
104.27.221.0,42
172.64.206.0,40
104.24.123.0,42
152.195.51.0,6
104.20.82.0,43
104.28.137.0,43
104.17.195.0,45
104.16.148.0,45
104.25.51.0,39
146.112.61.0,12
104.25.73.0,43
104.24.185.0,44
151.101.247.0,13
130.211.37.0,28
152.195.19.0,8
104.17.123.0,44
104.29.69.0,37
185.22.111.0,4
104.17.237.0,43
152.195.53.0,7
104.27.153.0,40
198.143.63.0,15
104.28.183.0,40
13.107.13.0,13
204.97.212.0,6
104.23.106.0,47
104.20.125.0,43
216.239.32.0,4
104.27.125.0,40
104.28.172.0,42
104.19.136.0,39
104.18.37.0,38
104.28.20.0,40
104.20.190.0,44
35.190.66.0,26
104.19.8.0,42
199.19.2.0,12
104.20.168.0,44
172.111.65.0,20
185.90.174.0,4
104.25.133.0,40
151.101.138.0,2
104.27.185.0,40
104.27.177.0,39
104.20.205.0,43
192.254.126.0,2
67.215.68.0,13
104.17.133.0,43
104.20.31.0,45
104.17.187.0,42
104.19.63.0,43
35.190.31.0,28
207.223.174.0,10
35.190.127.0,27
104.28.161.0,44
104.16.96.0,42
35.186.254.0,26
74.121.127.0,4
152.195.33.0,9
35.190.49.0,25
81.201.89.0,6
104.31.129.0,40
104.31.213.0,39
104.22.3.0,44
107.162.133.0,7
104.19.39.0,42
72.0.56.0,24
172.64.97.0,44
65.22.145.0,4
65.22.20.0,4
104.17.169.0,43
199.73.82.0,10
104.20.131.0,43
198.41.209.0,47
35.190.56.0,29
150.164.238.0,2
104.19.106.0,44
163.47.177.0,6
45.57.8.0,14
104.16.25.0,43
104.23.97.0,46
104.17.205.0,45
68.142.127.0,6
104.25.32.0,42
130.211.46.0,28
104.28.0.0,40
104.28.25.0,42
104.27.30.0,43
173.245.59.0,47
104.28.63.0,45
104.25.126.0,40
104.19.12.0,44
104.17.187.0,44
104.28.28.0,40
104.19.84.0,43
104.16.233.0,42
156.154.124.0,10
104.24.207.0,40
104.17.47.0,42
107.178.249.0,29
104.31.13.0,40
43.230.49.0,3
104.20.245.0,42
75.75.76.0,4
198.41.221.0,44
104.28.88.0,40
35.190.97.0,28
104.17.51.0,43
104.17.32.0,43
104.31.252.0,40
35.190.108.0,25
199.43.135.0,4
65.22.136.0,4
199.182.40.0,14
104.23.119.0,45
190.114.195.0,2
35.186.194.0,27
35.190.106.0,30
93.184.216.0,9
104.16.6.0,43
108.174.10.0,4
104.20.210.0,46
162.159.238.0,44
104.16.55.0,40
104.20.97.0,46
208.84.2.0,6
104.17.134.0,44
104.25.104.0,42
104.19.51.0,44
104.24.80.0,42
35.186.236.0,28
13.107.12.0,13
104.28.238.0,42
95.100.174.0,7
65.22.244.0,4
104.31.22.0,46
104.17.136.0,44
192.0.73.0,18
35.190.32.0,28
84.53.139.0,6
104.24.155.0,40
198.51.233.0,7
35.190.105.0,27
185.104.210.0,10
168.245.27.0,3
104.17.170.0,42
104.23.141.0,43
198.133.199.0,7
104.156.80.0,18
130.211.23.0,29
104.28.107.0,44
104.17.194.0,42
104.22.0.0,42
94.46.145.0,2
162.219.50.0,3
104.28.235.0,40
107.154.171.0,3
168.245.54.0,3
104.28.123.0,44
35.190.84.0,28
151.101.225.0,14
104.16.248.0,43
64.185.184.0,7
104.17.155.0,43
203.124.191.0,2
104.17.87.0,46
35.190.63.0,29
104.19.11.0,45
65.22.48.0,4
35.186.208.0,26
151.101.220.0,13
46.105.203.0,4
162.159.21.0,47
65.22.146.0,5
104.16.61.0,42
104.16.12.0,44
150.164.35.0,2
209.244.0.0,4
104.24.75.0,42
104.16.42.0,43
149.112.112.0,15
104.31.86.0,40
104.16.221.0,43
104.17.170.0,43
143.107.103.0,2
185.151.142.0,2
108.59.161.0,7
35.186.204.0,28
180.76.76.0,3
64.205.126.0,4
35.190.122.0,29
104.24.157.0,40
35.190.109.0,28
104.24.46.0,42
104.28.218.0,42
104.27.197.0,43
104.28.153.0,43
104.24.202.0,40
35.186.222.0,28
35.186.215.0,27
72.0.48.0,25
35.190.16.0,28
167.89.127.0,3
104.19.198.0,42
212.58.151.0,7
192.16.63.0,8
104.19.88.0,44
151.101.194.0,20
172.64.29.0,15
45.54.47.0,4
217.160.81.0,3
104.19.118.0,45
104.24.57.0,43
68.105.28.0,4
130.211.24.0,26
130.211.43.0,28
65.22.19.0,20
104.27.162.0,40
204.225.142.0,5
65.22.211.0,24
104.17.182.0,43
104.24.243.0,44
104.28.230.0,40
104.20.78.0,42
151.101.212.0,14
104.25.3.0,42
104.27.151.0,39
104.16.155.0,45
13.107.44.0,3
104.20.56.0,43
181.41.223.0,3
194.0.24.0,4
74.85.141.0,5
104.18.34.0,37
199.254.52.0,4
13.107.24.0,10
104.17.225.0,42
65.22.100.0,4
199.83.133.0,3
199.249.117.0,16
35.190.93.0,26
104.152.119.0,6
207.223.171.0,10
104.17.29.0,44
172.64.52.0,36
199.204.26.0,7
104.25.64.0,44
23.111.10.0,8
104.23.135.0,42
65.22.223.0,22
65.22.138.0,5
104.20.249.0,43
172.64.48.0,36
35.190.76.0,26
198.182.167.0,35
35.186.193.0,27
172.64.132.0,44
104.31.203.0,40
104.20.241.0,44
104.27.140.0,38
35.190.74.0,26
185.109.143.0,5
198.51.45.0,15
104.24.84.0,44
107.162.143.0,6
104.17.217.0,42
104.25.18.0,39
104.24.180.0,42
104.28.129.0,44
104.19.40.0,45
104.17.234.0,43
198.143.61.0,15
107.154.192.0,5
104.16.156.0,44
65.22.8.0,3
156.154.174.0,7
199.188.223.0,4
104.17.135.0,43
104.17.216.0,44
194.0.17.0,39
104.20.189.0,42
64.86.237.0,7
104.31.241.0,40
65.22.154.0,5
109.205.14.0,5
104.25.214.0,40
104.24.176.0,43
35.186.238.0,29
65.22.198.0,2
104.17.216.0,46
103.247.37.0,6
104.28.66.0,44
104.18.36.0,38
104.244.46.0,17
104.27.36.0,42
104.17.27.0,43
98.143.88.0,4
35.190.113.0,28
104.16.185.0,43
35.190.33.0,26
35.190.6.0,26
35.186.225.0,28
104.20.243.0,45
104.25.34.0,44
104.16.128.0,44
104.31.134.0,42
35.186.234.0,27
104.27.131.0,40
104.17.242.0,43
128.0.0.0,2
198.37.145.0,3
104.29.34.0,37
104.17.66.0,43
104.17.137.0,44
104.17.87.0,44
104.27.167.0,37
104.28.247.0,42
104.19.132.0,39
167.89.88.0,3
172.64.165.0,40
168.245.56.0,3
104.17.168.0,42
104.25.185.0,42
35.190.43.0,26
204.74.101.0,6
35.190.5.0,29
152.195.55.0,8
104.24.5.0,40
104.25.4.0,40
45.54.40.0,6
104.19.0.0,43
172.64.17.0,16
104.23.129.0,42
104.20.142.0,44
156.154.171.0,14
104.17.191.0,44
162.88.44.0,8
185.103.34.0,2
104.24.244.0,42
104.31.12.0,40
35.186.246.0,29
192.82.136.0,3
35.190.1.0,28
178.248.232.0,10
35.190.80.0,25
104.17.247.0,44
104.28.166.0,42
104.20.3.0,44
216.239.36.0,5
199.249.118.0,16
35.190.10.0,25
104.27.174.0,39
104.16.104.0,45
162.159.222.0,40
35.190.104.0,25
195.226.217.0,4
151.101.168.0,14
130.211.20.0,28
104.16.22.0,44
104.24.245.0,42
150.164.30.0,2
35.186.221.0,27
104.25.81.0,42
81.200.69.0,4
173.194.82.0,10
104.24.14.0,40
192.42.176.0,8
213.248.220.0,3
151.101.169.0,12
67.215.69.0,12
65.22.134.0,4
35.190.9.0,27
104.17.40.0,42
65.22.97.0,4
199.254.57.0,3
151.101.137.0,2
192.229.247.0,6
104.24.9.0,40
41.216.200.0,4
204.74.67.0,12
199.115.156.0,16
99.196.99.0,5
89.188.44.0,2
104.17.67.0,43
104.17.86.0,45
192.190.7.0,7
104.28.229.0,43
192.240.188.0,4
104.17.3.0,44
172.106.22.0,5
104.19.36.0,44
35.190.58.0,26
206.51.254.0,32
156.154.165.0,7
104.28.27.0,40
173.194.226.0,9
104.16.235.0,44
104.27.165.0,40
104.16.23.0,43
167.89.54.0,3
104.18.44.0,38
104.27.135.0,38
216.21.13.0,5
198.105.196.0,3
104.25.228.0,40
104.31.71.0,43
104.28.106.0,40
65.22.233.0,3
104.25.167.0,40
156.154.156.0,10
104.17.199.0,43
104.29.66.0,38
104.24.247.0,44
104.20.238.0,46
8.44.83.0,3
146.112.62.0,4
65.22.111.0,22
143.107.146.0,2
104.27.3.0,42
107.154.75.0,4
65.22.6.0,4
151.101.240.0,13
104.17.219.0,44
72.42.117.0,24
104.37.177.0,7
151.101.202.0,13
65.22.152.0,4
23.238.29.0,2
104.31.115.0,43
104.20.36.0,42
104.27.20.0,42
162.159.210.0,43
192.16.38.0,18
95.87.100.0,2
104.19.43.0,43
216.59.61.0,2
185.143.232.0,6
45.57.40.0,20
185.18.185.0,7
185.62.164.0,4
173.194.105.0,10
216.239.38.0,7
104.25.39.0,42
35.190.103.0,25
104.19.60.0,43
104.16.150.0,43
198.143.59.0,5
104.20.235.0,46
216.199.0.0,3
104.17.126.0,43
195.27.1.0,7
104.19.64.0,42
104.27.77.0,44
104.18.32.0,38
104.18.60.0,37
104.27.142.0,39
104.25.208.0,42
172.64.72.0,34
120.29.254.0,5
104.20.72.0,40
192.230.109.0,3
203.130.63.0,14
107.154.183.0,5
104.24.208.0,43
104.29.23.0,38
104.31.169.0,39
104.25.28.0,42
104.16.31.0,42
104.24.249.0,44
104.28.236.0,40
172.64.129.0,43
104.30.11.0,37
208.83.138.0,4
65.22.184.0,4
80.91.57.0,3
199.249.119.0,16
65.22.170.0,4
54.255.187.0,2
194.0.47.0,37
107.162.143.0,7
35.190.14.0,29
172.64.65.0,34
80.80.80.0,6
45.250.72.0,4
104.16.73.0,42
104.17.12.0,42
104.17.59.0,43
104.16.115.0,44
5.226.180.0,3
104.19.225.0,40
104.24.109.0,40
195.46.39.0,6
35.190.58.0,27
192.124.249.0,7
104.25.168.0,43
151.101.214.0,12
172.64.138.0,43
45.54.33.0,7
2.16.40.0,7
172.64.30.0,16
104.20.77.0,43
104.17.156.0,43
104.28.111.0,40
104.16.206.0,44
68.87.64.0,4
65.22.205.0,3
104.16.122.0,42
130.211.11.0,26
65.22.84.0,4
104.24.87.0,40
104.19.24.0,43
104.17.61.0,44
104.16.112.0,42
74.208.255.0,3
65.22.130.0,5
125.208.41.0,2
104.20.8.0,44
198.27.92.0,8
104.19.92.0,45
104.19.15.0,42
185.167.176.0,10
65.22.185.0,3
4.2.2.0,8
104.16.93.0,40
194.68.45.0,3
104.28.169.0,42
151.101.146.0,12
104.20.231.0,45
104.23.113.0,46
104.17.92.0,43
104.17.49.0,40
104.24.54.0,42
104.16.110.0,45
104.24.47.0,42
65.22.214.0,4
198.143.62.0,15
104.17.84.0,45
104.27.154.0,39
65.22.96.0,4
35.190.21.0,29
188.172.248.0,10
104.31.170.0,40
65.22.117.0,3
104.20.227.0,46
131.253.33.0,14
104.31.130.0,40
104.156.84.0,19
192.229.211.0,8
91.195.25.0,2
107.154.185.0,5
173.252.67.0,18
104.23.112.0,46
104.31.229.0,39
104.20.175.0,46
104.28.209.0,42
162.159.224.0,42
104.17.35.0,40
104.27.214.0,43
104.23.138.0,43
204.26.57.0,37
104.19.85.0,43
107.178.254.0,29
104.17.122.0,43
65.22.178.0,5
108.59.163.0,7
185.38.108.0,10
104.24.27.0,42
104.16.250.0,44
104.17.100.0,43
107.154.253.0,4
35.190.26.0,27
162.159.232.0,45
192.230.64.0,14
191.96.128.0,5
72.42.124.0,23
104.17.175.0,44
68.142.255.0,9
8.8.8.0,30
104.28.56.0,43
172.64.14.0,16
192.175.48.0,25
209.200.152.0,7
104.17.226.0,43
104.17.60.0,43
172.64.5.0,16
104.17.157.0,42
84.203.254.0,3
72.52.7.0,6
104.24.26.0,43
200.136.11.0,2
72.29.161.0,3
104.17.184.0,44
104.18.41.0,37
104.17.132.0,44
45.35.203.0,3
104.31.79.0,42
130.211.24.0,27
167.89.23.0,3
104.25.251.0,44
104.17.207.0,44
104.17.11.0,43
104.18.42.0,38
104.27.115.0,43
104.16.237.0,45
104.28.231.0,40
162.159.19.0,45
104.19.76.0,43
104.27.119.0,40
65.22.114.0,5
162.88.2.0,15
217.160.80.0,3
204.70.128.0,4
104.28.196.0,43
104.19.122.0,46
104.16.17.0,43
192.16.33.0,8
35.186.195.0,26
185.136.99.0,10
65.22.210.0,4
104.31.27.0,45
35.190.48.0,25
104.17.158.0,44
199.19.4.0,8
65.22.56.0,4
104.28.134.0,43
104.20.37.0,43
65.22.151.0,23
151.101.219.0,13
104.29.67.0,36
198.232.124.0,8
35.190.41.0,28
35.190.102.0,29
104.20.55.0,42
213.196.2.0,5
167.89.94.0,3
104.16.219.0,44
35.186.207.0,27
162.159.11.0,46
130.211.47.0,26
8.254.13.0,7
104.25.144.0,39
107.154.249.0,4
216.59.57.0,5
91.218.135.0,4
104.20.184.0,44
130.211.30.0,27
104.17.243.0,43
35.186.220.0,29
104.24.133.0,42
104.31.136.0,40
179.0.139.0,2
203.55.143.0,3
104.27.132.0,40
150.164.82.0,2
104.25.201.0,40
104.17.70.0,43
104.28.212.0,40
104.27.180.0,38
104.20.62.0,43
104.31.227.0,39
104.27.84.0,44
35.186.236.0,27
104.16.51.0,43
107.154.108.0,3
65.22.221.0,4
35.190.4.0,25
104.27.79.0,45
104.24.188.0,40
114.141.72.0,7
104.20.155.0,46
130.211.45.0,26
104.28.114.0,40
91.236.182.0,5
104.16.105.0,43
104.24.237.0,42
104.20.92.0,43
104.25.65.0,42
172.64.204.0,40
104.27.217.0,42
170.210.60.0,2
194.0.16.0,5
104.20.139.0,44
107.154.174.0,4
199.19.1.0,6
74.116.179.0,8
66.43.137.0,3
198.252.96.0,4
104.31.8.0,40
104.31.165.0,40
104.24.229.0,45
104.17.6.0,44
104.27.65.0,44
65.22.57.0,4
104.25.172.0,42
151.101.109.0,12
104.20.133.0,44
104.24.56.0,43
172.64.105.0,40
69.169.227.0,2
104.19.34.0,43
194.0.36.0,38
216.87.155.0,4
104.17.180.0,45
104.17.137.0,43
167.89.10.0,3
104.17.145.0,44
35.190.76.0,25
35.186.217.0,27
104.25.92.0,42
172.64.9.0,17
216.190.252.0,4
104.20.180.0,43
104.19.100.0,43
35.186.252.0,27
185.24.64.0,9
104.19.111.0,44
192.229.173.0,8
65.22.142.0,4
104.20.177.0,45
104.244.45.0,8
172.64.12.0,16
64.4.48.0,15
104.16.174.0,44
65.22.242.0,3
58.65.254.0,2
65.22.158.0,4
192.92.125.0,5
104.28.105.0,39
185.190.82.0,3
104.17.13.0,44
104.24.234.0,42
104.17.23.0,44
91.244.180.0,2
107.154.205.0,5
104.27.188.0,39
104.28.75.0,43
104.16.29.0,42
104.28.121.0,40
104.25.55.0,42
172.64.36.0,12
65.22.46.0,5
151.101.254.0,13
104.24.88.0,43
104.27.168.0,39
104.17.98.0,44
104.28.21.0,39
65.22.243.0,24
104.25.183.0,39
27.100.39.0,5
35.186.233.0,29
104.25.219.0,40
104.20.195.0,43
198.37.149.0,3
104.20.98.0,46
152.195.58.0,9
151.101.166.0,2
104.31.191.0,40
104.17.2.0,44
104.28.135.0,43
104.17.1.0,43
104.16.170.0,44
104.16.213.0,45
162.219.55.0,4
104.24.193.0,40
65.22.40.0,4
97.74.151.0,9
104.31.163.0,39
185.159.197.0,4
104.17.184.0,42
104.27.212.0,42
104.17.175.0,43
198.41.2.0,6
104.17.199.0,42
104.28.49.0,42
65.22.186.0,4
104.16.166.0,45
130.211.5.0,28
104.17.222.0,43
65.22.131.0,23
104.17.151.0,43
104.19.46.0,44
192.0.75.0,18
104.19.105.0,45
35.190.30.0,26
104.28.178.0,40
35.190.110.0,29
172.64.171.0,40
203.130.50.0,12
104.24.118.0,40
92.223.96.0,3
151.139.244.0,16
72.0.59.0,24
107.154.100.0,5
103.86.68.0,2
23.111.248.0,3
204.71.116.0,3
104.24.212.0,43
104.24.233.0,44
104.28.213.0,42
104.25.229.0,42
151.101.108.0,12
104.27.109.0,44
194.0.46.0,5
104.28.10.0,42
104.27.215.0,40
104.17.143.0,44
104.27.6.0,42
130.211.9.0,28
204.11.98.0,3
185.121.160.0,2
104.153.196.0,3
172.64.205.0,40
104.28.204.0,40
104.20.44.0,42
151.101.215.0,13
172.64.164.0,40
199.7.83.0,47
35.186.250.0,28
192.16.31.0,6
200.236.191.0,2
104.31.174.0,40
104.17.5.0,43
104.28.246.0,40
35.186.206.0,26
104.29.35.0,38
104.24.6.0,40
167.89.51.0,3
104.16.84.0,43
85.236.159.0,4
104.29.21.0,37
104.24.195.0,42
104.24.227.0,43
104.18.0.0,42
162.159.209.0,45
104.16.144.0,43
104.17.90.0,45
209.218.113.0,6
151.101.207.0,12
72.13.122.0,4
156.154.143.0,8
172.64.103.0,42
104.17.111.0,42
13.107.15.0,7
35.186.193.0,28
104.17.117.0,42
104.19.192.0,42
151.101.110.0,14
104.31.151.0,40
104.27.243.0,40
104.19.17.0,42
104.16.36.0,43
163.10.28.0,2
104.20.171.0,47
27.130.0.0,2
192.230.108.0,2
37.235.105.0,7
104.16.198.0,46
104.17.236.0,42
104.31.1.0,40
104.25.170.0,40
104.17.58.0,43
65.22.208.0,4
104.20.140.0,43
35.190.55.0,25
35.190.42.0,28
104.17.25.0,44
35.190.55.0,26
104.31.187.0,39
216.87.150.0,6
152.195.32.0,9
104.17.227.0,44
104.25.248.0,44
199.115.157.0,14
104.20.141.0,43
198.7.29.0,19
104.28.136.0,42
202.232.2.0,4
35.186.253.0,27
104.28.98.0,42
162.159.3.0,45
104.24.252.0,44
199.19.55.0,4
130.211.13.0,29
184.26.160.0,6
65.22.91.0,22
104.20.150.0,46
172.64.68.0,34
104.25.188.0,40
42.83.130.0,2
104.24.15.0,40
193.108.88.0,16
199.7.91.0,30
198.37.147.0,3
65.22.124.0,4
168.245.39.0,3
144.232.187.0,7
192.28.93.0,13
104.23.115.0,46
107.154.173.0,4
104.20.89.0,42
212.227.222.0,2
173.243.60.0,3
209.173.58.0,6
198.208.9.0,3
104.18.10.0,43
104.23.134.0,43
35.186.204.0,27
104.16.199.0,47
143.107.172.0,2
104.19.55.0,45
151.101.136.0,2
104.27.42.0,40
150.164.77.0,2
103.209.59.0,3
104.17.75.0,42
104.16.140.0,42
107.154.251.0,14
222.62.203.0,2
104.31.223.0,40
151.101.251.0,12
104.20.182.0,44
104.16.114.0,44
104.17.191.0,42
104.23.110.0,46
72.42.119.0,24
64.185.183.0,8
104.16.81.0,44
179.63.249.0,4
104.25.138.0,42
104.25.38.0,40
35.186.226.0,30
104.25.108.0,43
104.16.193.0,45
173.194.231.0,10
35.190.127.0,26
104.25.69.0,43
104.19.95.0,43
104.19.108.0,45
104.31.171.0,39
104.17.208.0,45
108.161.188.0,8
35.190.61.0,30
104.17.141.0,45
167.89.46.0,3
199.254.49.0,3
104.27.145.0,39
152.195.63.0,10
104.16.255.0,43
172.64.207.0,40
35.190.118.0,26
167.89.58.0,3
104.16.210.0,44
104.25.101.0,42
104.19.131.0,40
35.190.38.0,28
83.218.23.0,3
199.115.154.0,3
104.25.230.0,42
107.154.1.0,6
64.41.112.0,3
8.8.4.0,30
185.121.177.0,14
104.31.146.0,40
104.25.129.0,40
35.186.203.0,30
35.190.125.0,27
104.20.178.0,45
192.88.83.0,8
104.19.3.0,44
104.24.177.0,44
162.88.50.0,13
151.101.244.0,13
104.28.125.0,43
104.20.188.0,46
199.43.134.0,4
104.103.234.0,15
66.220.155.0,2
35.186.197.0,27
104.16.238.0,44
65.22.177.0,4
104.17.88.0,44
162.159.20.0,45
69.172.252.0,3
104.18.59.0,38
104.28.159.0,42
104.31.175.0,39
208.134.245.0,4
46.231.120.0,3
104.19.42.0,42
104.27.143.0,40
192.230.113.0,4
207.218.247.0,9
104.31.185.0,39
45.54.51.0,4
173.194.246.0,10
104.27.63.0,43
69.66.0.0,3
104.27.108.0,42
104.17.130.0,43
104.24.97.0,39
104.24.12.0,42
104.28.112.0,42
199.115.152.0,4
150.171.254.0,3
104.29.79.0,36
104.25.221.0,40
104.25.42.0,43
64.86.239.0,8
104.16.227.0,45
104.16.204.0,45
104.28.199.0,42
65.22.239.0,22
104.25.75.0,43
104.31.26.0,46
104.17.250.0,44
104.31.93.0,40
167.89.33.0,3
104.16.180.0,44
143.107.240.0,2
65.22.115.0,22
157.240.36.0,4
176.124.112.0,14
151.101.123.0,2
104.31.194.0,39
104.28.226.0,42
68.232.35.0,7
35.190.84.0,25
35.186.194.0,28
104.25.205.0,40
104.17.53.0,43
104.28.85.0,45
35.190.10.0,27
190.93.247.0,48
104.18.14.0,42
198.37.150.0,3
104.29.17.0,37
104.17.107.0,43
192.52.178.0,3
104.17.103.0,42
104.23.197.0,45
104.20.48.0,43
167.89.77.0,3
104.31.207.0,40
13.107.52.0,8
199.96.61.0,3
104.17.129.0,44
66.241.150.0,5
104.16.231.0,43
172.64.43.0,12
104.25.136.0,43
192.230.103.0,6
35.190.62.0,24
192.249.82.0,2
167.89.24.0,3
204.14.180.0,4
104.20.187.0,44
65.22.104.0,4
194.58.194.0,3
104.16.1.0,45
104.16.7.0,42
104.28.51.0,40
185.2.225.0,10
104.17.228.0,43
104.28.167.0,44
104.20.11.0,44
194.0.38.0,6
35.190.23.0,28
185.37.39.0,6
104.20.229.0,46
220.243.253.0,2
65.22.144.0,4
69.28.180.0,13
104.17.132.0,43
13.107.5.0,10
104.20.33.0,42
104.23.139.0,43
104.20.52.0,43
192.230.106.0,7
104.20.221.0,45
104.17.241.0,43
151.101.65.0,20
104.27.28.0,43
104.31.143.0,40
167.89.48.0,3
58.65.253.0,4
65.22.24.0,4
104.27.211.0,42
35.186.202.0,27
65.22.110.0,4
151.101.200.0,13
104.27.76.0,40
117.18.232.0,8
104.25.187.0,42
13.107.42.0,22
35.186.219.0,28
103.49.80.0,3
104.16.212.0,44
199.66.207.0,4
104.23.100.0,46
104.17.215.0,44
199.249.122.0,14
104.29.29.0,37
173.194.84.0,10
104.20.152.0,46
35.190.107.0,28
185.89.21.0,5
104.20.68.0,43
172.64.78.0,37
104.31.25.0,45
104.20.70.0,42
72.0.53.0,24
207.223.164.0,10
167.89.87.0,3
104.153.197.0,5
167.89.86.0,3
192.35.51.0,4
104.28.220.0,42
104.20.53.0,43
104.25.11.0,40
72.52.9.0,7
65.22.105.0,4
107.154.159.0,6
151.101.250.0,13
104.27.48.0,43
200.136.72.0,2
107.154.149.0,3
104.19.77.0,43
108.161.189.0,9
192.16.32.0,7
104.24.141.0,40
35.190.26.0,28
104.17.250.0,43
104.17.159.0,42
104.16.118.0,44
104.25.198.0,40
104.31.94.0,40
151.101.66.0,19
104.25.78.0,43
150.164.197.0,2
8.253.167.0,13
104.27.147.0,42
130.211.34.0,27
199.249.114.0,16
93.93.93.0,3
65.22.92.0,4
150.164.45.0,2
13.107.50.0,4
107.162.131.0,7
172.64.24.0,15
65.22.229.0,4
42.83.133.0,3
176.97.158.0,8
104.19.104.0,46
192.230.65.0,14
104.25.196.0,44
104.16.191.0,43
23.111.11.0,9
45.57.9.0,15
143.107.49.0,2
104.24.181.0,42
104.25.140.0,43
95.100.175.0,8
104.31.156.0,40
104.27.86.0,46
107.154.84.0,6
104.17.110.0,43
104.20.232.0,46
192.48.79.0,6
199.249.123.0,12
35.190.14.0,27
104.18.55.0,38
104.20.170.0,49
208.76.152.0,4
104.28.7.0,40
104.16.164.0,44
199.255.120.0,9
104.37.183.0,5
167.89.45.0,3
104.17.36.0,40
65.22.159.0,23
72.52.12.0,8
200.19.159.0,2
104.20.220.0,45
104.77.192.0,2
104.28.206.0,43
194.69.149.0,9
104.24.45.0,44
104.16.74.0,40
35.190.21.0,27
104.25.250.0,42
104.24.235.0,44
163.10.6.0,2
104.28.68.0,44
35.190.92.0,25
143.107.53.0,2
104.29.11.0,38
104.24.171.0,40
104.27.241.0,38
104.17.83.0,45
149.126.73.0,3
8.20.243.0,4
104.24.250.0,43
162.159.29.0,46
216.52.158.0,4
104.17.8.0,45
200.144.190.0,2
200.94.176.0,3
104.17.71.0,45
172.64.58.0,37
173.194.111.0,10
104.27.184.0,40
104.25.49.0,40
104.20.87.0,44
104.25.240.0,40
209.112.123.0,6
104.24.152.0,43
42.83.131.0,2
192.158.243.0,7
31.131.255.0,6
200.131.2.0,2
125.208.39.0,2
178.154.131.0,10
162.159.15.0,46
172.64.106.0,44
104.24.142.0,43
104.17.171.0,44
104.19.66.0,45
209.197.3.0,12
204.61.216.0,35
185.136.98.0,10
107.162.135.0,7
104.19.200.0,43
208.78.29.0,5
104.25.16.0,40
